step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
72,train,0.11917778557022932,0.10724746644415943,0.011930319126069873,0.0,0.0,0.0,0.0,0.0,0.0
72,val,0.13644832795124326,0.12449184297174722,0.011956484979496076,0.0,0.0,0.0,0.0,0.0,0.0
73,train,0.1300985695298632,0.11818895125828495,0.011909618271578213,0.0,0.0,0.0,0.0,0.0,0.0
73,val,0.12870872118607374,0.11686384480008917,0.011844876385984637,0.0,0.0,0.0,0.0,0.0,0.0
74,train,0.12662387191809743,0.11472153479538058,0.011902337122716931,0.0,0.0,0.0,0.0,0.0,0.0
74,val,0.13717269476998387,0.12529557911429792,0.011877115655685944,0.0,0.0,0.0,0.0,0.0,0.0
75,train,0.12794521919167762,0.11603219551812162,0.011913023673556058,0.0,0.0,0.0,0.0,0.0,0.0
75,val,0.1287191087996324,0.11679420136917669,0.011924907430455706,0.0,0.0,0.0,0.0,0.0,0.0
76,train,0.11808125287710138,0.10615285702359517,0.011928395853506255,0.0,0.0,0.0,0.0,0.0,0.0
76,val,0.12770607994665686,0.11585038110989986,0.011855698836757031,0.0,0.0,0.0,0.0,0.0,0.0
77,train,0.12604749709744154,0.11416312416441336,0.011884372933028131,0.0,0.0,0.0,0.0,0.0,0.0
77,val,0.12818208760702798,0.11620951631132448,0.011972571295703546,0.0,0.0,0.0,0.0,0.0,0.0
78,train,0.1248738370695014,0.11291554474656224,0.011958292322939112,0.0,0.0,0.0,0.0,0.0,0.0
78,val,0.12991424611435615,0.11801731644922253,0.011896929665133676,0.0,0.0,0.0,0.0,0.0,0.0
79,train,0.13016137060363475,0.11823446415637473,0.011926906447260032,0.0,0.0,0.0,0.0,0.0,0.0
79,val,0.12610391285565764,0.11422169667906175,0.011882216176595916,0.0,0.0,0.0,0.0,0.0,0.0
80,train,0.1302059433314898,0.11838820803205563,0.011817735299434204,0.0,0.0,0.0,0.0,0.0,0.0
80,val,0.12820841976848812,0.11638370349883768,0.01182471626965046,0.0,0.0,0.0,0.0,0.0,0.0
81,train,0.13500915544653588,0.12330175180847856,0.011707403638057305,0.0,0.0,0.0,0.0,0.0,0.0
81,val,0.12927384417412363,0.11751706219553076,0.011756781978592964,0.0,0.0,0.0,0.0,0.0,0.0
82,train,0.12108280983257394,0.10927950884309548,0.011803300989478405,0.0,0.0,0.0,0.0,0.0,0.0
82,val,0.12668497952329946,0.11484671158116885,0.011838267942130644,0.0,0.0,0.0,0.0,0.0,0.0
83,train,0.12501825804024638,0.11319516666831536,0.011823091371931056,0.0,0.0,0.0,0.0,0.0,0.0
83,val,0.12994651627688522,0.11805841256368471,0.01188810371320049,0.0,0.0,0.0,0.0,0.0,0.0
84,train,0.12393671009379581,0.1120728767506708,0.011863833343124972,0.0,0.0,0.0,0.0,0.0,0.0
84,val,0.13455303428351365,0.12279940549208242,0.01175362879143128,0.0,0.0,0.0,0.0,0.0,0.0
85,train,0.1228835257154969,0.11114466300707118,0.011738862708425757,0.0,0.0,0.0,0.0,0.0,0.0
85,val,0.13164550288669427,0.11992262395792054,0.011722878928773767,0.0,0.0,0.0,0.0,0.0,0.0
86,train,0.12844042647301807,0.116731778585974,0.011708647887044026,0.0,0.0,0.0,0.0,0.0,0.0
86,val,0.1354600213855373,0.1237543113810523,0.011705710004485061,0.0,0.0,0.0,0.0,0.0,0.0
87,train,0.133513102656551,0.12174356301043565,0.011769539646115379,0.0,0.0,0.0,0.0,0.0,0.0
87,val,0.13384745720898256,0.1220645887508282,0.011782868458154384,0.0,0.0,0.0,0.0,0.0,0.0
88,train,0.12537646026691912,0.11356757248421159,0.011808887782707594,0.0,0.0,0.0,0.0,0.0,0.0
